Name,URL
О. Ткаля,
О. Т. Волощук,
О. С. Стельмах,
О. Пономарьов,
О. О. Колінько,
О. М. Назаренко,
О. В.,
О. Б. Петінова,
О. І. Герасимов,
Наталя Геркен-Русова,
Н. В. Шахман,
Н.,
Мілош В. Кратохвіл,
Михайло Томчаній,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BC%D1%87%D0%B0%D0%BD%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Михайло Островерха,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE
Мирон Заклинський,
Микола Битинський,https://uk.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%90%D0%B2%D0%B5%D1%80%D0%BA%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Микола Андрусяк,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D1%83%D1%81%D1%8F%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Маріян Козак,
Максим Коцур,
М. Моклович,
Люїс С. Фоєр,
Любомир Гузар,https://uk.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%BE%D0%BC%D0%B8%D1%80_(%D0%93%D1%83%D0%B7%D0%B0%D1%80)
Ігор Яців,
Лука Луців,https://uk.wikipedia.org/wiki/%D0%9B%D1%83%D1%86%D1%96%D0%B2_%D0%9B%D1%83%D0%BA%D0%B0_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Лев Шанковський,https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9B%D0%B5%D0%B2
Л. Ф. Чернікова,
Л. Кучма,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%BC%D0%B0_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Л. Г. Мушкетик,
Л. В. Дячук,
Ксенія Фукс,https://uk.wikipedia.org/wiki/%D0%9A%D1%81%D0%B5%D0%BD%D1%96%D1%8F_%D0%A4%D1%83%D0%BA%D1%81
"Кор. ""ЛУ""",
Кирило Студинський,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%B4%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE_%D0%99%D0%BE%D1%81%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87
Катерина Мудра,
Дмитро Лінартович,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%BD%D0%B0%D1%80%D1%82%D0%BE%D0%B2%D0%B8%D1%87_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Яніна Соколова,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0_%D0%AF%D0%BD%D1%96%D0%BD%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D1%96%D0%B2%D0%BD%D0%B0
Дм. Кармазин,
Григорій Сабалдир,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%B0%D0%BB%D0%B4%D0%B8%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Ганна Заєць,
Гаврило Стріляний,
Вікторія Чирва,
Вікторія Садова,
Віктор Радуцький,
Всеволод Ісаїв,
Володимир Сальський,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Володимир Печерський,
Владислав Бєліков,
Василь Середа,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B5%D0%B4%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C
Василь Калинюк,
Василь Бублик,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D0%B1%D0%BB%D0%B8%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C
Валерій Матвієнко,
Валерій,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9
Михайло Павленко,
В. Тельвак,
В. Педич,
В. О. Тіньков,
А. С. Ходаківський,
В. М. Шелюто,
В. Л. Згурська,
В. Коцовскій,
В. Державин,
В. В. Каптюрова,
Борис Парахонський,
Аскольд Мельничук,https://uk.wikipedia.org/wiki/%D0%90%D1%81%D0%BA%D0%BE%D0%BB%D1%8C%D0%B4_%D0%9C%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%87%D1%83%D0%BA
Микола Сорока,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Анонімний чоловік231098100.400000.01264,
Анонімна жінка231098100.400000.01264,
Андрій Романюк,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%8E%D0%BA_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Любов Куртяк,
Андрій Паламар,
А. Ю. Бабаскін,
А. Пипич,
А. Боровик,
А. А. Гриценко,
Т. О. Кричевська,
Інна Завгородня,
Жанна Безп'ятчук,
Ілько Майдачевський,
Ігор Мойсеїв,
Ігор Кошелівець,
Іван Павло II,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_II
Іван Коровицький,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD
І. С. Сальников,
Р. І. Сальніков,
Є. В. Цапко,
І. Кузьміна,
Євген Ланюк,
Євген Грицак,
I. Н.,
Echo,https://uk.wikipedia.org/wiki/Echo
анонімна жінка221050356.900000.01209,
Юрій Муляр,
Ю. М. Коростіль,
М. О. Нікулін,
Фернан Уеллетт,
У. Ільницька,
Тетяна Матичак,
Тетяна Армашевська,
Теодор Бобків,
Тарас Тополя,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BF%D0%BE%D0%BB%D1%8F_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Т. Гошко,
Т. Г. Масарик,
Станіслав Федорчук,
Сергій Таран,
Сергій Кисельов,https://uk.wikipedia.org/wiki/%D0%9A%D1%96%D1%81%D0%B5%D0%BB%D1%8C%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
С. П. Іванюта,
С. Конча,
Роман,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD
Олексій Штейнле,
Род Велич,
Раїса Лиша,
Р. С.,
Петро Карманський,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%BC%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%A1%D0%B8%D0%BB%D1%8C%D0%B2%D0%B5%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87
П. Струпежницкій,
Ореста Ткачук,
Орест Сухолотюк,
Ольга Яблінська,
Ольга Керзюк,
Олена Пономарева,
Олександр Соболь,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Валерій Шпаков,
Олександр Майборода,
Олександр Жовтіс,https://uk.wikipedia.org/wiki/%D0%96%D0%BE%D0%B2%D1%82%D1%96%D1%81_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%86%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Олександр Глушко,
Олег Дорожовець,
Оксана Коваль-Костинська,
О. Яковина,
О. П. Кутах,
О. М. Нікуліна,
В. П. Северин,
О. М. Кондратов,
Н. Ю. Рекова,
О. М. Мостіпан,
О. Кукарцев,
О. К. Шевченко,
О. Д. Васильєв,
В. Ю. Баклан,
М. М. Бричевський,
О. Галета,
О. В. Москалюк,
Наталія Старченко,
Наталія Ворожбит,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%B6%D0%B1%D0%B8%D1%82_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%96%D1%8F_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D1%97%D0%B2%D0%BD%D0%B0
Наталя Турлова,
Надія Козлова,
Михайло Михалевич,
Мирон Кордубa,
Микола Скрипник,https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D0%B8%D0%BF%D0%BD%D0%B8%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Микола Савчук,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D1%83%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B0%D0%BD%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87
Микола Мостовий,
Микола Костомаров,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Максим Більовський,
Макс Соколянський,
М. Царенко,
М. Коропатник,
М. В. Грушко,
М. І. Суржинський,
Людмила Білоконенко,
Лариса Залеська Онишкевич,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%80%D0%B8%D1%81%D0%B0_%D0%97%D0%B0%D0%BB%D0%B5%D1%81%D1%8C%D0%BA%D0%B0_%D0%9E%D0%BD%D0%B8%D1%88%D0%BA%D0%B5%D0%B2%D0%B8%D1%87
Л. В. Ярова,
Курт Марті,
Клим Дмитрук,
Йона Грубер,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D0%B1%D0%B5%D1%80_%D0%99%D0%BE%D0%BD%D0%B0_%D0%86%D1%81%D0%B0%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87
Йозеф Пушкаш,
Ернст Генрі,
Д. Коренець,
Ганна Щетиніна,
Галина Дуткіна,
Наталя Кобцеза,
Г. К.,
Г. З. Огнев'юк,
Віталій Чередниченко,
Вікторія Антоненко,
Віктор Шикан,
Віктор Паюк,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%8E%D0%BA_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87
Володимир Швед,
Володимир Мельниченко,
Володимир Дзюб,
Володимир Гривнін,
Віктор Скальник,
Генадій Гамалій,
Василь Шахрай,https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D1%85%D1%80%D0%B0%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B0%D1%82%D0%B2%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Сергій Мазлах,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B7%D0%BB%D0%B0%D1%85_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Василь Пачовський,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%87%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Василь Захарченко,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D1%85%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Василь Григорович Жураховський,
Василь Гелла,
Василь Багацький,
Валерій Хмелько,
Валерій Ілля,https://uk.wikipedia.org/wiki/%D0%86%D0%BB%D0%BB%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Вадим Соколов,
Вадим Ковалюк,
Вадим Білоцеркіський,
В. Нагірний,
В. Зінченко,
В. Г. Космина,
В. В. Гурнак,
В. А. Рибачок,
В. І. Тимошенко,
Борис Пчелінцев,
Олександр Чупрун,
Борис Заварко,
Богдан Гальчак,
Богдан Барвінський,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B2%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Анонімна жінка221050356.900000.01209,
Анна Липківська,https://uk.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BF%D0%BA%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%93%D0%B0%D0%BD%D0%BD%D0%B0_%D0%9A%D0%BE%D1%81%D1%82%D1%96%D0%B2%D0%BD%D0%B0
Анатолій Григоренко,
А. Науменко,
А. Коган,
А. К-ИЙ,
Інна Головаха,
Ігор Розов,
Ігор Бєляєв,
Андрій Бєляєв,
Іван Тобілевич,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%9A%D0%B0%D1%80%D0%BF%D0%B5%D0%BD%D0%BA%D0%BE-%D0%9A%D0%B0%D1%80%D0%B8%D0%B9
Іван Патриляк,
Іван Макух,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%83%D1%85_%D0%86%D0%B2%D0%B0%D0%BD
Іван Гончаренко,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D1%87%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Ів. Андрієнко,
І. М. Мриглод,https://uk.wikipedia.org/wiki/%D0%9C%D1%80%D0%B8%D0%B3%D0%BB%D0%BE%D0%B4_%D0%86%D0%B3%D0%BE%D1%80_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
О. І. Мриглод,
І. В. Щедров,
І. Б.,
Євген Ненадкевич,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BD%D0%B0%D0%B4%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Євген Конопацький,
Євген Варда,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%80%D0%B4%D0%B0_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD
«Фоззі» Олександр Сидоренко,
Ян Козак,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD_%D0%9A%D0%BE%D0%B7%D0%B0%D0%BA
Юрій Янковський,
Юрій Нікольський,
Юрій Жаткович,https://uk.wikipedia.org/wiki/%D0%AE%D1%80%D1%96%D0%B9_%D0%96%D0%B0%D1%82%D0%BA%D0%BE%D0%B2%D0%B8%D1%87
Юрій Головач,
Юр Волощак,
Ю. Я. Олійник,
Ю. Шевельов,
Тодось Юрченко,
Тетяна Метельова,
Тарас Лучук,https://uk.wikipedia.org/wiki/%D0%9B%D1%83%D1%87%D1%83%D0%BA_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
Т. В. Серденко,
Ю. М. Барабаш,
П. П. Нокс,
Сергій Фесенко,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D1%81%D0%B5%D0%BD%D0%BA%D0%BE_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D0%BE%D0%B2%D0%B8%D1%87
Сергій Родзевич,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B7%D0%B5%D0%B2%D0%B8%D1%87_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
С. Ф. Чалий,
І. О. Лещинська,
С. Кушнір,
С. Г. Денисюк,
С. Васильченко,
С. А. Дроботов,
Р. Голик,
Петро Стаменко,
Петро Самутин,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%83%D1%82%D1%96%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%97%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%87
Панас Діловський,
Орест Субтельний,https://uk.wikipedia.org/wiki/%D0%9E%D1%80%D0%B5%D1%81%D1%82_%D0%A1%D1%83%D0%B1%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%B9
Орест Сливинський,https://uk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B8%D0%B2%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D1%80%D0%B5%D1%81%D1%82_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Орест Авдикович,https://uk.wikipedia.org/wiki/%D0%90%D0%B2%D0%B4%D0%B8%D0%BA%D0%BE%D0%B2%D0%B8%D1%87_%D0%9E%D1%80%D0%B5%D1%81%D1%82_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87
Ольга Фламігер,
Олеся Житкова,
Олена Чекан,https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BA%D0%B0%D0%BD_%D0%9E%D0%BB%D0%B5%D0%BD%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%96%D0%B2%D0%BD%D0%B0
Богдан Буткевич,
Олександр Степанюк,
Олександр Ковінька,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D1%96%D0%BD%D1%8C%D0%BA%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Олег Петрук,
О. Ю. Чуріканова,
О. П. Дзьобань,
О. М. Чижова,
О. Кулеба,
О. Веселова,
О. Богумил,
Павло Житецький,https://uk.wikipedia.org/wiki/%D0%96%D0%B8%D1%82%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_%D0%93%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87
О. Б. Северинова,
Наталія Дьомова,
Н. В. Марадик,
Н. В. Іванюта,
Н. А. Ляшук,
Н. Є. Толкачова,
Михайло Василик,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%BA_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE
Микола Омелюсік,
Микола Омельченко,
Микола БРАТ,
Марія Кость,
Максим Стрихар,
Магдалина Ласло-Куцюк,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%81%D0%BB%D0%BE-%D0%9A%D1%83%D1%86%D1%8E%D0%BA_%D0%9C%D0%B0%D0%B3%D0%B4%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D1%97%D0%B2%D0%BD%D0%B0
М. З. Кулик,
М. З.,
Леонід Суярко,
Лариса Триленко,
